,url_id,url_short_url,url_long_url,url_title,url_description,url_created_date,url_updated_date,visitor_id,url_id_1,visitor_ip,visitor_city,visitor_region,visitor_country,visitor_coords,visitor_isp,visitor_bot,visitor_os,visitor_device,visitor_browser,visitor_machine,visitor_user_agent,visitor_visited_date
212,3,bc9cd6,https://replit.com/@cwchan0212/hyperiondev-capstone3?embed=true,Capstone Project 3: Task Manager (Advanced),Built a task management tool for small businesses to manage tasks assigned to team members. This advanced version includes additional features such as the ability to generate reports and display statistics.,2023-02-02 17:24:56.317357,2023-02-06 00:22:36.937703,211,3,214.160.60.11,Whitehall,Ohio,United States,"39.975, -82.8207",DNIC-ASBLK-00721-00726,False,Mac OS X 10.10.0,Mac Apple Mac,Chrome 44.0.2403,Desktop,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.155 Safari/537.36",2022-12-23 11:25:05.000000
213,3,bc9cd6,https://replit.com/@cwchan0212/hyperiondev-capstone3?embed=true,Capstone Project 3: Task Manager (Advanced),Built a task management tool for small businesses to manage tasks assigned to team members. This advanced version includes additional features such as the ability to generate reports and display statistics.,2023-02-02 17:24:56.317357,2023-02-06 00:22:36.937703,212,3,70.222.103.30,Newark,New Jersey,United States,"40.7265, -74.1782",CELLCO-PART,False,Android 4.2.2,Qmobile A30 Qmobile A30,Android 4.2.2,Mobile,"Mozilla/5.0 (Linux; U; Android 4.2.2; en-us; QMobile A30 Build/QMobileA30) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2023-01-06 03:40:20.000000
214,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,213,2,190.156.233.154,Bogotá,Bogota D.C.,Colombia,"4.6115, -74.0833",Telmex Colombia S.A.,False,iOS 8.1.1,iPad Apple iPad,Google 8.0.57838,Tablet,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12B435 Safari/600.1.4",2023-01-26 14:38:46.000000
215,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,214,14,190.156.233.154,Bogotá,Bogota D.C.,Colombia,"4.6115, -74.0833",Telmex Colombia S.A.,False,iOS 8.1.1,iPad Apple iPad,Google 8.0.57838,Tablet,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12B435 Safari/600.1.4",2023-01-26 14:39:24.000000
216,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,215,6,190.156.233.154,Bogotá,Bogota D.C.,Colombia,"4.6115, -74.0833",Telmex Colombia S.A.,False,iOS 8.1.1,iPad Apple iPad,Google 8.0.57838,Tablet,"Mozilla/5.0 (iPad; CPU OS 8_1_1 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/8.0.57838 Mobile/12B435 Safari/600.1.4",2023-01-26 14:40:22.000000
217,3,bc9cd6,https://replit.com/@cwchan0212/hyperiondev-capstone3?embed=true,Capstone Project 3: Task Manager (Advanced),Built a task management tool for small businesses to manage tasks assigned to team members. This advanced version includes additional features such as the ability to generate reports and display statistics.,2023-02-02 17:24:56.317357,2023-02-06 00:22:36.937703,216,3,13.123.13.147,Chicago,Illinois,United States,"41.8874, -87.6318",,False,Windows 7,Other,IE 11.0,Desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/7.0; MDDRJS),2022-10-01 09:14:06.000000
218,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,217,4,13.123.13.147,Chicago,Illinois,United States,"41.8874, -87.6318",,False,Windows 7,Other,IE 11.0,Desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/7.0; MDDRJS),2022-10-01 09:15:15.000000
219,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,218,11,13.123.13.147,Chicago,Illinois,United States,"41.8874, -87.6318",,False,Windows 7,Other,IE 11.0,Desktop,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Win64; x64; Trident/7.0; MDDRJS),2022-10-01 09:16:22.000000
220,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,219,13,118.29.161.145,Changhongjie,Tianjin,China,"None, None",,False,Android 4.3,Z667G ZTE Z667G,Chrome Mobile 44.0.2403,Mobile,"Mozilla/5.0 (Linux; Android 4.3; Z667G Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",2022-10-25 13:11:36.000000
221,5,7351b3,https://replit.com/@cwchan0212/hyperiondev-capstone5?embed=true,Capstone Project 5: Bookstore Management System,"Built a bookstore management system that allows a clerk to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 13:56:06.209532,2023-02-06 00:23:16.167642,220,5,118.29.161.145,Changhongjie,Tianjin,China,"None, None",,False,Android 4.3,Z667G ZTE Z667G,Chrome Mobile 44.0.2403,Mobile,"Mozilla/5.0 (Linux; Android 4.3; Z667G Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",2022-10-25 13:11:53.000000
222,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,221,14,118.29.161.145,Changhongjie,Tianjin,China,"None, None",,False,Android 4.3,Z667G ZTE Z667G,Chrome Mobile 44.0.2403,Mobile,"Mozilla/5.0 (Linux; Android 4.3; Z667G Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",2022-10-25 13:12:10.000000
223,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,222,6,118.29.161.145,Changhongjie,Tianjin,China,"None, None",,False,Android 4.3,Z667G ZTE Z667G,Chrome Mobile 44.0.2403,Mobile,"Mozilla/5.0 (Linux; Android 4.3; Z667G Build/JLS36C) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/44.0.2403.133 Mobile Safari/537.36",2022-10-25 13:12:53.000000
224,3,bc9cd6,https://replit.com/@cwchan0212/hyperiondev-capstone3?embed=true,Capstone Project 3: Task Manager (Advanced),Built a task management tool for small businesses to manage tasks assigned to team members. This advanced version includes additional features such as the ability to generate reports and display statistics.,2023-02-02 17:24:56.317357,2023-02-06 00:22:36.937703,223,3,11.110.235.234,Whitehall,Ohio,United States,"39.975, -82.8207",DNIC-AS-00749,False,Windows 7,Other,Maxthon 4.2.0,Desktop,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/4.2.0.4000 Chrome/30.0.1551.0 Safari/537.36,2023-01-13 09:54:39.000000
225,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,224,9,11.110.235.234,Whitehall,Ohio,United States,"39.975, -82.8207",DNIC-AS-00749,False,Windows 7,Other,Maxthon 4.2.0,Desktop,Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML like Gecko) Maxthon/4.2.0.4000 Chrome/30.0.1551.0 Safari/537.36,2023-01-13 09:55:37.000000
226,14,d60640,https://cwchan0212.github.io/,My Personal Portfolio Page,It is a place to showcase my projects.,2023-02-04 18:27:28.630099,2023-02-06 00:34:06.417943,225,14,147.98.164.204,Paris,Île-de-France,France,"48.8323, 2.4075",Spie Ics Sasu,False,Android 2.3.6,Samsung GT-S5830i Samsung GT-S5830i,Android 2.3.6,Mobile,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",2023-01-27 04:15:18.000000
227,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,226,4,147.98.164.204,Paris,Île-de-France,France,"48.8323, 2.4075",Spie Ics Sasu,False,Android 2.3.6,Samsung GT-S5830i Samsung GT-S5830i,Android 2.3.6,Mobile,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",2023-01-27 04:15:59.000000
228,5,7351b3,https://replit.com/@cwchan0212/hyperiondev-capstone5?embed=true,Capstone Project 5: Bookstore Management System,"Built a bookstore management system that allows a clerk to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 13:56:06.209532,2023-02-06 00:23:16.167642,227,5,147.98.164.204,Paris,Île-de-France,France,"48.8323, 2.4075",Spie Ics Sasu,False,Android 2.3.6,Samsung GT-S5830i Samsung GT-S5830i,Android 2.3.6,Mobile,"Mozilla/5.0 (Linux; U; Android 2.3.6; en-us; GT-S5830i Build/GINGERBREAD) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1",2023-01-27 04:17:05.000000
229,12,bb9eaa,https://github.com/cwchan0212,My GitHub,"It is a place to store my code repositories, collaborate with others on open-source projects, and showcase my portfolio",2023-02-04 18:28:06.102119,2023-02-06 00:30:11.957890,228,12,38.106.78.85,Newark,New Jersey,United States,"40.7641, -74.1654",COGENT-174,False,iOS 6.1.1,iPhone Apple iPhone,Mobile Safari 6.0,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B145 Safari/8536.25",2023-01-15 08:44:36.000000
230,7,a4563b,https://hyperiondev-capstone3-django.cwchan0212.repl.co/,Capstone Project 3 - Task Manager (Django),"Adapted from a previous capstone project, a web application using Django and SQLite that allows users to register, add, edit and generate reports for tasks, utilizing Python, Django, HTML, CSS, and JavaScript.",2023-02-04 14:15:47.474489,2023-02-06 00:23:56.101444,229,7,38.106.78.85,Newark,New Jersey,United States,"40.7641, -74.1654",COGENT-174,False,iOS 6.1.1,iPhone Apple iPhone,Mobile Safari 6.0,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B145 Safari/8536.25",2023-01-15 08:45:08.000000
231,4,995ce4,https://replit.com/@cwchan0212/hyperiondev-capstone4?embed=true,Capstone Project 4: Inventory Management System,Built an inventory management tool for shoe warehouses that allows the user to perform various tasks related to managing the warehouse and its inventory.,2023-02-03 13:33:42.378675,2023-02-06 00:33:54.400958,230,4,38.106.78.85,Newark,New Jersey,United States,"40.7641, -74.1654",COGENT-174,False,iOS 6.1.1,iPhone Apple iPhone,Mobile Safari 6.0,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B145 Safari/8536.25",2023-01-15 08:45:19.000000
232,10,63b56e,https://self-staff-scheduler.cwchan0212.repl.co/,Side Project: Staff Scheduler,"Adapted from a previous Excel VBA application, a web application using NodeJs, Express, MongoDB that saved supervisor up to 90% of the time spent on report preparation during the pandemic.",2023-02-04 14:31:52.310574,2023-02-06 00:24:49.297269,231,10,38.106.78.85,Newark,New Jersey,United States,"40.7641, -74.1654",COGENT-174,False,iOS 6.1.1,iPhone Apple iPhone,Mobile Safari 6.0,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 6_1_1 like Mac OS X) AppleWebKit/536.26 (KHTML, like Gecko) Version/6.0 Mobile/10B145 Safari/8536.25",2023-01-15 08:46:52.000000
233,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,232,2,103.85.139.196,Hangzhou,Zhejiang,China,"30.2994, 120.1612",,False,Other ,Other,Lynx 2.8.6,Other,Lynx/2.8.6rel.5 libwww-FM/2.14FM SSL-MM/1.4.1 OpenSSL/0.9.8g,2022-11-06 17:23:32.000000
234,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,233,13,126.250.133.208,Minatomirai,Kanagawa,Japan,"35.4643, 139.6262",Softbank BB Corp.,False,Windows XP,Other,IE 8.0,Desktop,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.3),2022-10-01 18:21:50.000000
235,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,234,11,126.250.133.208,Minatomirai,Kanagawa,Japan,"35.4643, 139.6262",Softbank BB Corp.,False,Windows XP,Other,IE 8.0,Desktop,Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; InfoPath.3),2022-10-01 18:21:52.000000
236,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,235,2,60.56.216.214,Sakai,Ōsaka,Japan,"34.5951, 135.4929",OPTAGE Inc.,False,Mac OS X 10.10,Mac Apple Mac,Firefox 6.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:6.0) Gecko/20100101 Firefox/6.0,2022-10-26 10:59:38.000000
237,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,236,1,60.56.216.214,Sakai,Ōsaka,Japan,"34.5951, 135.4929",OPTAGE Inc.,False,Mac OS X 10.10,Mac Apple Mac,Firefox 6.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:6.0) Gecko/20100101 Firefox/6.0,2022-10-26 11:01:03.000000
238,10,63b56e,https://self-staff-scheduler.cwchan0212.repl.co/,Side Project: Staff Scheduler,"Adapted from a previous Excel VBA application, a web application using NodeJs, Express, MongoDB that saved supervisor up to 90% of the time spent on report preparation during the pandemic.",2023-02-04 14:31:52.310574,2023-02-06 00:24:49.297269,237,10,60.56.216.214,Sakai,Ōsaka,Japan,"34.5951, 135.4929",OPTAGE Inc.,False,Mac OS X 10.10,Mac Apple Mac,Firefox 6.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:6.0) Gecko/20100101 Firefox/6.0,2022-10-26 11:01:12.000000
239,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,238,9,60.56.216.214,Sakai,Ōsaka,Japan,"34.5951, 135.4929",OPTAGE Inc.,False,Mac OS X 10.10,Mac Apple Mac,Firefox 6.0,Desktop,Mozilla/5.0 (Macintosh; Intel Mac OS X 10.10; rv:6.0) Gecko/20100101 Firefox/6.0,2022-10-26 11:01:58.000000
240,13,49e347,https://replit.com/@cwchan0212,My Replit,It is a place to demonstrate my projects and a place to experiment and hone my coding skills.,2023-02-04 18:28:28.471523,2023-02-06 00:31:15.033871,239,13,92.56.65.98,Barcelona,Catalonia,Spain,"41.387, 2.1701",Orange Espagne SA,False,Android 4.1.2,Samsung SCH-I200 Samsung SCH-I200,Android 4.1.2,Mobile,"Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; SCH-I200 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-12-18 12:12:48.000000
241,8,9b0294,https://hyperiondev-capstone5-flask.cwchan0212.repl.co/,Capstone Project 5: Bookstore Management System (Flask),"Adapted from a previous capstone project, a web application using Flask and SQLite that allows users to manage the store's inventory by adding, updating, deleting, and searching for books in the database.",2023-02-04 14:29:12.590838,2023-02-06 00:24:15.047801,240,8,92.56.65.98,Barcelona,Catalonia,Spain,"41.387, 2.1701",Orange Espagne SA,False,Android 4.1.2,Samsung SCH-I200 Samsung SCH-I200,Android 4.1.2,Mobile,"Mozilla/5.0 (Linux; U; Android 4.1.2; en-us; SCH-I200 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-12-18 12:13:07.000000
242,7,a4563b,https://hyperiondev-capstone3-django.cwchan0212.repl.co/,Capstone Project 3 - Task Manager (Django),"Adapted from a previous capstone project, a web application using Django and SQLite that allows users to register, add, edit and generate reports for tasks, utilizing Python, Django, HTML, CSS, and JavaScript.",2023-02-04 14:15:47.474489,2023-02-06 00:23:56.101444,241,7,91.105.74.194,Ventspils,Ventspils,Latvia,"57.3901, 21.5636",SIA Tet,False,Android 4.4.2,Nexus 4 LG Nexus 4,Chrome Mobile 34.0.1847,Mobile,"Mozilla/5.0 (Linux; Android 4.4.2; Nexus 4 Build/KOT49H) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.114 Mobile Safari/537.36",2022-10-21 19:37:50.000000
243,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,242,9,149.206.3.50,Essen,North Rhine-Westphalia,Germany,"51.4424, 7.0359",EntServ Deutschland GmbH,False,Android 4.2.1,STUDIO 5.5 Generic_Android STUDIO 5.5,Android 4.2.1,Mobile,"Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; STUDIO 5.5 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-11-11 07:38:39.000000
244,9,be3c83,https://self-exchange-rate2.cwchan0212.repl.co/,Side Project: Exchange Rate Tracker,"A web application developed using React Hooks to track currency exchange rates, utilizing Exchangerate.host API for data visualization, utilizing React, JavaScript, HTML, and CSS.",2023-02-04 14:31:21.990263,2023-02-06 00:24:31.282589,243,9,149.206.3.50,Essen,North Rhine-Westphalia,Germany,"51.4424, 7.0359",EntServ Deutschland GmbH,False,Android 4.2.1,STUDIO 5.5 Generic_Android STUDIO 5.5,Android 4.2.1,Mobile,"Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; STUDIO 5.5 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-11-11 07:38:59.000000
245,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,244,6,149.206.3.50,Essen,North Rhine-Westphalia,Germany,"51.4424, 7.0359",EntServ Deutschland GmbH,False,Android 4.2.1,STUDIO 5.5 Generic_Android STUDIO 5.5,Android 4.2.1,Mobile,"Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; STUDIO 5.5 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-11-11 07:40:01.000000
246,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,245,2,149.206.3.50,Essen,North Rhine-Westphalia,Germany,"51.4424, 7.0359",EntServ Deutschland GmbH,False,Android 4.2.1,STUDIO 5.5 Generic_Android STUDIO 5.5,Android 4.2.1,Mobile,"Mozilla/5.0 (Linux; U; Android 4.2.1; en-us; STUDIO 5.5 Build/JOP40D) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30",2022-11-11 07:40:28.000000
247,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,246,6,168.108.62.239,New York,New York,United States,"40.7425, -73.9877",,False,Android 4.4.4,SD4930UR Generic_Android SD4930UR,Chrome Mobile WebView 34.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.4; SD4930UR Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.0.0 Mobile Safari/537.36",2022-10-26 18:59:14.000000
248,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,247,11,168.108.62.239,New York,New York,United States,"40.7425, -73.9877",,False,Android 4.4.4,SD4930UR Generic_Android SD4930UR,Chrome Mobile WebView 34.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.4; SD4930UR Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.0.0 Mobile Safari/537.36",2022-10-26 18:59:24.000000
249,2,392aa7,https://replit.com/@cwchan0212/hyperiondev-capstone2?embed=true,Capstone Project 2: Task Manager,"Built a task management tool for small businesses that allows users to log in, register new users, add tasks, and view a list of tasks.",2023-02-02 17:24:33.323112,2023-02-06 00:22:16.185724,248,2,168.108.62.239,New York,New York,United States,"40.7425, -73.9877",,False,Android 4.4.4,SD4930UR Generic_Android SD4930UR,Chrome Mobile WebView 34.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.4; SD4930UR Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.0.0 Mobile Safari/537.36",2022-10-26 19:00:22.000000
250,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,249,1,168.108.62.239,New York,New York,United States,"40.7425, -73.9877",,False,Android 4.4.4,SD4930UR Generic_Android SD4930UR,Chrome Mobile WebView 34.0.0,Mobile,"Mozilla/5.0 (Linux; Android 4.4.4; SD4930UR Build/KTU84P) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/34.0.0.0 Mobile Safari/537.36",2022-10-26 19:01:17.000000
251,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,250,1,12.140.246.249,Atlanta,Georgia,United States,"33.7485, -84.3871",ATT-INTERNET4,False,Android 5.1.1,Samsung SM-G925P Samsung SM-G925P,Samsung Internet 3.2,Mobile,"Mozilla/5.0 (Linux; Android 5.1.1; SAMSUNG SM-G925P Build/LMY47X) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/3.2 Chrome/38.0.2125.102 Mobile Safari/537.36",2022-11-03 08:16:41.000000
252,1,aa7254,https://replit.com/@cwchan0212/hyperiondev-capstone1?embed=true,Capstone Project 1: Financial Calculator,Built a financial calculator that allows the user to access two different financial calculators: an investment calculator and a home loan repayment calculator.,2023-02-02 17:22:57.887947,2023-02-06 00:21:35.327952,251,1,102.243.238.24,Sousse,Gouvernorat de Sousse,Tunisia,"35.8251, 10.6446",,False,Other ,Nintendo 3DS Nintendo 3DS,NetFront NX,Other,Mozilla/5.0 (Nintendo 3DS; U; ; en) Version/1.7610.EU,2022-10-06 11:08:37.000000
253,3,bc9cd6,https://replit.com/@cwchan0212/hyperiondev-capstone3?embed=true,Capstone Project 3: Task Manager (Advanced),Built a task management tool for small businesses to manage tasks assigned to team members. This advanced version includes additional features such as the ability to generate reports and display statistics.,2023-02-02 17:24:56.317357,2023-02-06 00:22:36.937703,252,3,41.46.128.82,Cairo,Cairo Governorate,Egypt,"30.0588, 31.2268",TE-AS,False,iOS 8.3,iPhone Apple iPhone,Google 7.0.55539,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12F70 Safari/600.1.4",2022-11-11 06:56:30.000000
254,11,6d71a5,https://www.linkedin.com/in/cwchanst/,My LinkedIn,It is a place to showcase my skills and professional background.,2023-02-04 18:27:48.572628,2023-02-06 00:30:16.055210,253,11,41.46.128.82,Cairo,Cairo Governorate,Egypt,"30.0588, 31.2268",TE-AS,False,iOS 8.3,iPhone Apple iPhone,Google 7.0.55539,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12F70 Safari/600.1.4",2022-11-11 06:56:33.000000
255,6,1842e4,https://replit.com/@cwchan0212/hyperiondev-capstone1-gui?embed=true,Capstone Project 1: Financial Calculator (Advanced),"A GUI calculator adapted from a previous capstone project, developed using Python Tkinter that includes an Investment calculator and a Home loan repayment calculator, utilizing Python, Tkinter and command line interface.",2023-02-04 14:12:53.955382,2023-02-06 00:23:33.422084,254,6,41.46.128.82,Cairo,Cairo Governorate,Egypt,"30.0588, 31.2268",TE-AS,False,iOS 8.3,iPhone Apple iPhone,Google 7.0.55539,Mobile,"Mozilla/5.0 (iPhone; CPU iPhone OS 8_3 like Mac OS X) AppleWebKit/600.1.4 (KHTML, like Gecko) GSA/7.0.55539 Mobile/12F70 Safari/600.1.4",2022-11-11 06:57:28.000000
